deepSleepHours,lightSleepHours,remSleepHours,awakeHours
1.9333333333333333,3.2666666666666666,2.1666666666666665,0.4166666666666667
1.5166666666666666,3.95,2.3333333333333335,0.4666666666666667
1.5833333333333333,5.016666666666667,1.7833333333333334,0.5166666666666667
1.8,3.8333333333333335,1.75,0.13333333333333333
1.85,4.783333333333333,1.6166666666666667,0.4666666666666667
1.6666666666666667,4.516666666666667,2.033333333333333,0.6
1.3833333333333333,4.6,1.7666666666666666,0.35
0.9833333333333333,5.566666666666666,2.9,0.35
1.1833333333333333,4.083333333333333,1.6666666666666667,0.21666666666666667
1.2333333333333334,4.416666666666667,2.25,0.6166666666666667
2.183333333333333,4.333333333333333,2.183333333333333,0.43333333333333335
1.7166666666666666,3.8,1.8666666666666667,0.6
1.15,4.966666666666667,1.65,0.4666666666666667
1.5166666666666666,3.45,0.85,0.08333333333333333
1.3166666666666667,5.916666666666667,1.75,0.4166666666666667
1.1666666666666667,4.816666666666666,2.466666666666667,0.31666666666666665
1.4166666666666667,4.783333333333333,1.95,0.4666666666666667
1.35,5.8,0.9666666666666667,0.6333333333333333
0.9,2.8,1.6833333333333333,0.13333333333333333
1.9333333333333333,3.8,1.3666666666666667,1.0833333333333333
2.6166666666666667,3.7333333333333334,1.3833333333333333,0.35
1.1333333333333333,5.316666666666666,0.45,0.6666666666666666
1.45,4.45,1.5333333333333334,0.18333333333333332
2.05,3.8333333333333335,2.35,0.35
1.6333333333333333,2.95,1.7,0.0
1.1833333333333333,6.45,1.8666666666666667,0.2
1.5333333333333334,6.35,2.0,0.6833333333333333
0.95,6.733333333333333,2.1,0.8833333333333333
2.7333333333333334,4.65,1.6,0.3333333333333333
1.0666666666666667,6.016666666666667,1.75,0.8666666666666667
1.65,2.033333333333333,0.9166666666666666,0.15
1.6666666666666667,3.3666666666666667,2.033333333333333,0.2833333333333333
1.0,6.033333333333333,2.1166666666666667,0.43333333333333335
1.25,5.533333333333333,2.2666666666666666,0.8666666666666667
0.9333333333333333,4.2,1.2,0.1
1.5166666666666666,5.783333333333333,1.1333333333333333,0.7333333333333333
1.3833333333333333,4.533333333333333,1.5166666666666666,0.23333333333333334
1.1,5.066666666666666,2.1,0.3333333333333333
